Unnamed: 0,userid,tweetid,text,hashtags,author_id,original_tweet_id
193542,439034383,1499349395401289732,"""Etical"" https://t.co/hbfcEmCoNM"" Please share❗📣#petsofukraine
We've made our services FREE for anyone in need in Ukraine. Urgent medical advice first aid 🇺🇦🐾#supportukraine #PawsquadUK  https://t.co/QlykGVG7zT
He stay Kiev for homeless dogs! #Ukraine
https://t.co/mvyM564vTo https://t.co/PnakVWzglj","[{'text': 'petsofukraine', 'indices': [48, 62]}, {'text': 'supportukraine', 'indices': [158, 173]}, {'text': 'PawsquadUK', 'indices': [174, 185]}, {'text': 'Ukraine', 'indices': [243, 251]}]",1489241986389651458,1499216765985107969
9795,1265270011222020096,1499181795220533248,"🔴 The Independent are launching the Refugees Welcome fund to raise money for the thousands of men, women and children who are fleeing the fighting in Ukraine

⬇️ Find out more below https://t.co/NNLv2xNfhe

#Ukraine #Russia #War #Donate #Refugees",[],1152348175761465344,1396956590713020416
50701,1489241986389651458,1499216765985107969,"Strike over Kyiv, a while ago #Ukraine #RussianUkrainianWar #RussiaUkraineWar ,#UkraineUnderAttack https://t.co/IDvwwXdctc","[{'text': 'Ukraine', 'indices': [30, 38]}, {'text': 'RussianUkrainianWar', 'indices': [39, 59]}, {'text': 'RussiaUkraineWar', 'indices': [60, 77]}, {'text': 'UkraineUnderAttack', 'indices': [79, 98]}]",1369587782897831939,1499131877751410690
305170,1152348175761465344,1499451437209702413,@olex_scherba We are all Putin's puppets. He is controlling the entire world w/the conditions we will not go against.  He knows that.  He can eradicate an entire country. Shame on us.   Black mark on the world and humanity.  #UkraineRussianWar #Ukriane #IStandWithUkraine #IStandWithZelenskyy,"[{'text': 'UkraineRussianWar', 'indices': [225, 243]}, {'text': 'Ukriane', 'indices': [244, 252]}, {'text': 'IStandWithUkraine', 'indices': [253, 271]}, {'text': 'IStandWithZelenskyy', 'indices': [272, 292]}]",1492884239347597317,1499226778535145472
330920,1369587782897831939,1499474347576205316,"@JJansaSDS @UN @NATO @Europarl_EN Please be as united while considering exclusion of #Russia from the @UN and closing the sky over Ukraine – at least over nuclear objects. 

It's the matter of safety not only of Ukraine, but the whole world.

#StopPutinNOW #StopWarInUkraine #StopRussia #CloseTheSky @NATO","[{'text': 'Russia', 'indices': [85, 92]}, {'text': 'StopPutinNOW', 'indices': [243, 256]}, {'text': 'StopWarInUkraine', 'indices': [257, 274]}, {'text': 'StopRussia', 'indices': [275, 286]}, {'text': 'CloseTheSky', 'indices': [287, 299]}]",1405015049681342465,1499435841071955969
62483,1492884239347597317,1499226778535145472,"The #war is not between #Russia and #Ukraine, but between the past and the future, between tyrany and freedom, between bad guys and good guys. I want to believe that the good guys always win. #StopPutinNOW https://t.co/WFHpXqhKT5","[{'text': 'war', 'indices': [4, 8]}, {'text': 'Russia', 'indices': [24, 31]}, {'text': 'Ukraine', 'indices': [36, 44]}, {'text': 'StopPutinNOW', 'indices': [192, 205]}]",51285724,1499303095825801219
288533,1405015049681342465,1499435841071955969,"This was posted some time ago by a Voice of America Director #VOA ⁦@VOANews⁩. Now with #Ukraine and independent media in #Russia being destroyed, we need Biden to appoint #USAGM ⁦@USAGMgov⁩ leaders who don’t post such nonsense. https://t.co/78fpSRdPq1","[{'text': 'VOA', 'indices': [61, 65]}, {'text': 'Ukraine', 'indices': [87, 95]}, {'text': 'Russia', 'indices': [121, 128]}, {'text': 'USAGM', 'indices': [171, 177]}]",2905332184,1499481874854518785
246014,1471146841379151874,1499393708864651264,"Ukrainian weapon smugglers seeing what they will get from the EU for free

#Zelenskyy
#UkraineRussiaWar 
#Ukraine 
#UkraineWillResist
#Mariupol
#Lavrov 
#EuropeanUnion https://t.co/IIjwSxmGHS","[{'text': 'Zelenskyy', 'indices': [75, 85]}, {'text': 'UkraineRussiaWar', 'indices': [86, 103]}, {'text': 'Ukraine', 'indices': [105, 113]}, {'text': 'UkraineWillResist', 'indices': [115, 133]}, {'text': 'Mariupol', 'indices': [134, 143]}, {'text': 'Lavrov', 'indices': [144, 151]}, {'text': 'EuropeanUnion', 'indices': [153, 167]}]",764397613,1499397323880689667
146701,51285724,1499310145012219907,"15735 kHz and 5875 kHz

The #BBC has revived an old-school radio service to help #Ukraine as TV and internet is attacked by #Russia. https://t.co/BKnGXa3Enp","[{'text': 'BBC', 'indices': [44, 48]}, {'text': 'Ukraine', 'indices': [97, 105]}]",3391374694,1499344168811962368
339438,2905332184,1499481874854518785,"@SenFeinstein Ukraine needs weapons and humanitarian assistance to defend against #Putin. Stop innocent civilian deaths. @POTUS, provide #StopPutin #SafeAirliftUkraine","[{'text': 'Putin', 'indices': [82, 88]}, {'text': 'StopPutin', 'indices': [137, 147]}, {'text': 'SafeAirliftUkraine', 'indices': [148, 167]}]",363601382,1499020230114390021
