Unnamed: 0,userid,tweetid,text,hashtags,author_id,original_tweet_id
82198,1327657566982320134,1498390876921421824,"🤔 It's sad, in a way, that many folks are turning away from "" War News "" 😨

😲 How the media portrays this horror 😲

#Ukraine #PeaceNotWar #RussiaUkraine #PEACE ♥️ https://t.co/puNRgpXlar","[{'text': 'Ukraine', 'indices': [116, 124]}, {'text': 'PeaceNotWar', 'indices': [125, 137]}, {'text': 'RussiaUkraine', 'indices': [138, 152]}, {'text': 'PEACE', 'indices': [153, 159]}]",38716431,1498416586901704704
10115,1432027480022568965,1498327084875276291,"@koninklijkhuis @ComitevoorO @breda STOP RUSSIAN AGGRESSION AGAINST #UKRAINE. @NATO CLOSE THE SKY OVER UKRAINE! EXCLUDE RUSSIA FROM THE @UN SECURITY COUNCIL!
#StopPutin #StopRussia","[{'text': 'UKRAINE', 'indices': [68, 76]}, {'text': 'StopPutin', 'indices': [158, 168]}, {'text': 'StopRussia', 'indices': [169, 180]}]",227267988,1498387684322168843
112942,38716431,1498416586901704704,Beware of Putin #poster https://t.co/zwMq8rbYkw via @zazzle #UkraineRussiaWar #Ukriane #PutinHitler #Putin #peace #NoWar #PutinsWar #putin #UkraineInvasion #beware #lies #FreeUkraine #putinlies #PeaceNotWar #VladimirPutin #VladimirPoutine,"[{'text': 'poster', 'indices': [16, 23]}, {'text': 'UkraineRussiaWar', 'indices': [60, 77]}, {'text': 'Ukriane', 'indices': [78, 86]}, {'text': 'PutinHitler', 'indices': [87, 99]}, {'text': 'Putin', 'indices': [100, 106]}, {'text': 'peace', 'indices': [107, 113]}, {'text': 'NoWar', 'indices': [114, 120]}, {'text': 'PutinsWar', 'indices': [121, 131]}, {'text': 'putin', 'indices': [132, 138]}, {'text': 'UkraineInvasion', 'indices': [139, 155]}, {'text': 'beware', 'indices': [156, 163]}, {'text': 'lies', 'indices': [164, 169]}, {'text': 'FreeUkraine', 'indices': [170, 182]}, {'text': 'putinlies', 'indices': [183, 193]}, {'text': 'PeaceNotWar', 'indices': [194, 206]}, {'text': 'VladimirPutin', 'indices': [207, 221]}, {'text': 'VladimirPoutine', 'indices': [222, 238]}]",1123966483011383296,1498351103443886086
80960,227267988,1498387684322168843,@RoyalMarines practised raiding the rugged Arctic coastline in preparation for the most extensive #NATO exercises in Norway 🇳🇴 since the 1980s. Find out more! https://t.co/NiMYFwFeF2 https://t.co/NzTd4Dczd8,"[{'text': 'NATO', 'indices': [98, 103]}]",459420364,1498287040202526720
37622,1123966483011383296,1498353069830066176,"Yes, of course! #Ukraine is a European country with much to offer. And they can of course see the benefits of membership - unlke the Engllsh idiots who voted for #Brexit! https://t.co/F1O7s5Rn6E","[{'text': 'Ukraine', 'indices': [35, 43]}]",1401962648128790531,1497036067823931393
89673,459420364,1498395230005047300,"The Washington Monument behind the arches of the Douglass Bridge, lit blue and gold #Ukraine🇺🇦 https://t.co/bULxQLA67c","[{'text': 'Ukraine', 'indices': [101, 109]}]",3992223072,1498368292741808130
73343,1401962648128790531,1498382789133012992,"Vladimir Putin walks into a bar.  The bartender is shocked when he sees the Russian President in his bar.  He says, “I did nazi that coming.”
#PutinIsaWarCriminal #Putin #NaziPutin",[],2231699054,1498415443383656458
56319,3992223072,1498368292741808130,"🇷🇺 #Russian oligarchs Mikhail Fridman and Oleg Deripaska call for an end to Vladimir Putin's war. Russian billionaires Mikhail Fridman and Oleg Deripaska have broken ranks with the Kremlin and called for an end to #Russia's war in 🇺🇦 Ukraine.
https://t.co/49vRQHtPOv","[{'text': 'Russian', 'indices': [3, 11]}, {'text': 'Russia', 'indices': [214, 221]}]",826599716976685056,1498429117536305154
116177,2231699054,1498417914583605251,"https://t.co/QkyH27tzRa EU sanctions list - given that it includes Skabeyeva a ""journalist"" among other things I would like western Russian propaganda assets to be assessed now. #Ukraine They have helped Russia spill blood in #Syria and #Ukraine",[],1000834064360685573,1498341696941158401
128662,826599716976685056,1498429117536305154,"What dangers do low-yield nuclear weapons pose to the world? #RussiaUkraine #Russia #UkraineWar #Ukraine 
https://t.co/Ln9Q9FKf2K","[{'text': 'RussiaUkraine', 'indices': [61, 75]}, {'text': 'Russia', 'indices': [76, 83]}, {'text': 'UkraineWar', 'indices': [84, 95]}, {'text': 'Ukraine', 'indices': [96, 104]}]",1321346054835429376,1498398451687636994
