Id,Community,Label,Is_author
266685178,20,266685178,False
2651414005,20,2651414005,True
1403041911326363649,20,1403041911326363649,False
1181505058053246976,20,1181505058053246976,False
1444002056,20,1444002056,False
562780960,20,562780960,False
370311440,20,370311440,False
2415132730,20,2415132730,False
68674749,20,68674749,False
37655561,20,37655561,False
1247608167325982724,20,1247608167325982724,False
76794622,20,76794622,False
872142067740405760,20,872142067740405760,False
1238207876541210624,20,1238207876541210624,False
378949145,20,378949145,False
556382864,20,556382864,False
1332542277923827712,20,1332542277923827712,False
3623956454,20,3623956454,False
15366493,20,15366493,False
505161173,20,505161173,False
219758221,20,219758221,False
420518127,20,420518127,False
788509088770588672,20,788509088770588672,False
704543,20,704543,False
335812622,20,335812622,False
1044308420529139712,20,1044308420529139712,False
265161497,20,265161497,False
19993635,20,19993635,False
1450633083691098116,20,1450633083691098116,False
191902934,20,191902934,False
78954580,20,78954580,False
191514181,20,191514181,False
1294229035136974850,20,1294229035136974850,False
130916821,20,130916821,False
333501363,20,333501363,False
1413945728,20,1413945728,False
1351356942,20,1351356942,False
826496042136956929,20,826496042136956929,False
1263400951911714816,20,1263400951911714816,False
202559785,20,202559785,False
248729242,20,248729242,False
44426462,20,44426462,False
722472255893016576,20,722472255893016576,False
1105515729066053636,20,1105515729066053636,False
753505894277718020,20,753505894277718020,False
737387986669690880,20,737387986669690880,False
917687552051761152,20,917687552051761152,False
2994126461,20,2994126461,False
779641356197167104,20,779641356197167104,False
18085010,20,18085010,False
1141403589593706496,20,1141403589593706496,False
262302919,20,262302919,False
749566879115644928,20,749566879115644928,False
1256651692382261249,20,1256651692382261249,False
236020139,20,236020139,False
17363288,20,17363288,False
26183143,20,26183143,False
1300082292,20,1300082292,False
341454994,20,341454994,False
43977694,20,43977694,False
1467624938,20,1467624938,False
40709756,20,40709756,False
1281183714,20,1281183714,False
764196620384735232,20,764196620384735232,False
19866886,20,19866886,False
135264220,20,135264220,False
124535294,20,124535294,False
1449397732012138496,20,1449397732012138496,False
107943025,20,107943025,False
3577887675,20,3577887675,False
2530658761,20,2530658761,False
234385192,20,234385192,False
1259756114742259713,20,1259756114742259713,False
2813897314,20,2813897314,False
231856986,20,231856986,False
4128123322,20,4128123322,False
477914145,20,477914145,False
1144322111701422083,20,1144322111701422083,False
1005251884171644933,20,1005251884171644933,False
182819376,20,182819376,False
221699666,20,221699666,False
939198884223516673,20,939198884223516673,False
37666181,20,37666181,False
1033943323,20,1033943323,False
14762306,20,14762306,False
20332563,20,20332563,False
627227732,20,627227732,False
304536823,20,304536823,False
68988400,20,68988400,False
631874663,20,631874663,False
426582398,20,426582398,False
831944161,20,831944161,False
1479783992136290305,20,1479783992136290305,False
19602229,20,19602229,False
845535788737724418,20,845535788737724418,False
843433332,20,843433332,False
65618767,20,65618767,False
103619783,20,103619783,False
1347176995407286278,20,1347176995407286278,False
1054685880630329344,20,1054685880630329344,False
328028758,20,328028758,False
219455426,20,219455426,False
1015174510251823104,20,1015174510251823104,False
93949216,20,93949216,False
29634578,20,29634578,False
228686553,20,228686553,False
805373694,20,805373694,False
2930979058,20,2930979058,False
787427128501411840,20,787427128501411840,False
404487553,20,404487553,False
1094276907917561863,20,1094276907917561863,False
1176013097510809606,20,1176013097510809606,False
141141836,20,141141836,False
760881621113397248,20,760881621113397248,False
1718357838,20,1718357838,False
1277923759358464000,20,1277923759358464000,False
14603016,20,14603016,False
2356204494,20,2356204494,False
43083228,20,43083228,False
25276598,20,25276598,False
71615605,20,71615605,False
1171059388376858625,20,1171059388376858625,False
2597875178,20,2597875178,False
465877693,20,465877693,False
1140531695906635781,20,1140531695906635781,False
4264297743,20,4264297743,False
873242056998760448,20,873242056998760448,False
1322565727354818561,20,1322565727354818561,False
320336373,20,320336373,False
526335831,20,526335831,False
1308379682107273220,20,1308379682107273220,False
870336150841548801,20,870336150841548801,False
1351507684059738112,20,1351507684059738112,False
389114038,20,389114038,False
881517474256228352,20,881517474256228352,False
46369866,20,46369866,False
1242847799517106178,20,1242847799517106178,False
66092176,20,66092176,False
25576161,20,25576161,False
1009863180,20,1009863180,False
100285649,20,100285649,False
153556093,20,153556093,False
1154956105,20,1154956105,False
329588583,20,329588583,False
2151419805,20,2151419805,False
14535500,20,14535500,False
322761521,20,322761521,False
1302900460232286208,20,1302900460232286208,False
21051380,20,21051380,False
823488512,20,823488512,False
296152939,20,296152939,False
838779942,20,838779942,False
232144061,20,232144061,False
1046669200943730722,20,1046669200943730722,False
1478498583750053890,20,1478498583750053890,False
1197978419461599233,20,1197978419461599233,False
1275059962058641413,20,1275059962058641413,False
877220660,20,877220660,False
64166701,20,64166701,False
2894317233,20,2894317233,False
1307977958565576704,20,1307977958565576704,False
135033184,20,135033184,False
18006752,20,18006752,False
29377968,20,29377968,False
1264985618523848717,20,1264985618523848717,False
500161387,20,500161387,False
316712831,20,316712831,False
1262265181972959233,20,1262265181972959233,False
1252448132149006342,20,1252448132149006342,False
178024597,20,178024597,False
1492652426058506244,20,1492652426058506244,False
1051547106253688837,20,1051547106253688837,False
1430662946120687624,20,1430662946120687624,False
1265289395189547009,20,1265289395189547009,False
1110534002673360898,20,1110534002673360898,False
123102547,20,123102547,False
493544561,20,493544561,False
237578340,20,237578340,False
893097096622084096,20,893097096622084096,False
842190456645640194,20,842190456645640194,False
1124243093035859970,20,1124243093035859970,False
108985852,20,108985852,False
3042923567,20,3042923567,False
1164062935,20,1164062935,False
1228485144,20,1228485144,False
31014281,20,31014281,False
238699096,20,238699096,False
175657440,20,175657440,False
2262471140,20,2262471140,False
2525077740,20,2525077740,False
1045696911544594432,20,1045696911544594432,False
2723804089,20,2723804089,False
27962648,20,27962648,False
488359495,20,488359495,False
1276372682511171584,20,1276372682511171584,False
69730044,20,69730044,False
897860954658136065,20,897860954658136065,False
746410132255301632,20,746410132255301632,False
409116367,20,409116367,False
872566340799868929,20,872566340799868929,False
142883006,20,142883006,False
1907915342,20,1907915342,False
930823495247892480,20,930823495247892480,False
20341746,20,20341746,False
231550865,20,231550865,False
913474371875991554,20,913474371875991554,False
869616763754995712,20,869616763754995712,False
2170728232,20,2170728232,False
825681057185931264,20,825681057185931264,False
207600605,20,207600605,False
30226323,20,30226323,False
1132351812881788929,20,1132351812881788929,False
1099255998592811008,20,1099255998592811008,False
212229592,20,212229592,False
5111771,20,5111771,False
1177556780815192072,20,1177556780815192072,False
337666730,20,337666730,False
580280526,20,580280526,False
4039373901,20,4039373901,False
1145077804352057344,20,1145077804352057344,False
20052976,20,20052976,False
1475220351382695942,20,1475220351382695942,False
1248351519730290688,20,1248351519730290688,False
20000505,20,20000505,False
837932886,20,837932886,False
107563743,20,107563743,False
16286921,20,16286921,False
2314682248,20,2314682248,False
963439540655374341,20,963439540655374341,False
305741660,20,305741660,False
822243533558005762,20,822243533558005762,False
19088717,20,19088717,False
21075110,20,21075110,False
1432087438424514565,39,1432087438424514565,False
916626702108897280,20,916626702108897280,False
606817596,20,606817596,False
19855878,20,19855878,False
829912548132532226,20,829912548132532226,False
1309646195585941505,20,1309646195585941505,False
1078191404,20,1078191404,False
4773668733,20,4773668733,False
410868544,20,410868544,False
1157003682698932224,20,1157003682698932224,False
452876288,20,452876288,False
1349679262622736385,20,1349679262622736385,False
22622198,20,22622198,False
464673614,20,464673614,False
1495908731275644940,20,1495908731275644940,False
174723065,20,174723065,False
1368972978126471171,20,1368972978126471171,False
343437542,20,343437542,False
143125974,20,143125974,False
978741104567816194,20,978741104567816194,False
2445717112,20,2445717112,False
145391612,20,145391612,False
2173779986,20,2173779986,False
581208856,20,581208856,False
