Id,Community,Label,Is_author
1501784851640459264,21,1501784851640459264,False
1399533781296549889,21,1399533781296549889,True
2376346133,21,2376346133,False
1139624008138317824,21,1139624008138317824,False
1498811853891325954,21,1498811853891325954,False
1485725236393820165,21,1485725236393820165,False
1200953935604924417,21,1200953935604924417,False
1392877810251751430,21,1392877810251751430,False
1500064846259552257,21,1500064846259552257,False
1438741708372680704,21,1438741708372680704,False
1453070800798502913,21,1453070800798502913,False
21335557,21,21335557,False
1490741333291634693,21,1490741333291634693,False
1179476795051122689,21,1179476795051122689,False
1048167369506508800,21,1048167369506508800,False
963967544150257664,21,963967544150257664,False
894136389775667200,21,894136389775667200,False
3302281261,21,3302281261,False
1408851434406178817,21,1408851434406178817,False
1160163360941494277,21,1160163360941494277,False
1464434679382216704,21,1464434679382216704,False
445638928,21,445638928,False
352636656,21,352636656,False
1469050425194205185,21,1469050425194205185,False
1460166638322528258,21,1460166638322528258,False
1035431461095190528,21,1035431461095190528,False
1164531571342368768,21,1164531571342368768,False
2898807532,21,2898807532,False
1096493588379246593,21,1096493588379246593,False
3184850320,21,3184850320,False
1497850469904961537,21,1497850469904961537,False
1444532966030385157,21,1444532966030385157,False
1222444061782446080,21,1222444061782446080,False
1497819238999932931,21,1497819238999932931,False
1497367687487438850,21,1497367687487438850,False
2236945694,21,2236945694,False
1344100113615114245,21,1344100113615114245,False
1145087141896237056,21,1145087141896237056,False
840687920864493568,21,840687920864493568,False
1483125165978525696,21,1483125165978525696,False
1264762242224066560,21,1264762242224066560,False
1278458415950544896,21,1278458415950544896,False
1472602176497332227,21,1472602176497332227,False
1402685728740499460,21,1402685728740499460,False
921287196153434114,21,921287196153434114,False
1320123048188612608,21,1320123048188612608,False
466019802,21,466019802,False
962398392407207936,21,962398392407207936,False
1287042199272579081,21,1287042199272579081,False
1445643811539980364,21,1445643811539980364,False
875819656291827712,21,875819656291827712,False
195378430,21,195378430,False
1175721111805399040,21,1175721111805399040,False
1425194624033902594,21,1425194624033902594,False
841355123880259586,21,841355123880259586,False
499154202,21,499154202,False
843304464974983168,21,843304464974983168,False
1118411293,21,1118411293,False
1412515656616927237,21,1412515656616927237,False
895036538354110464,21,895036538354110464,False
1213334439939325953,21,1213334439939325953,False
1217914935046483970,21,1217914935046483970,False
1495250856349945857,21,1495250856349945857,False
183825688,21,183825688,False
498231942,21,498231942,False
1094740285723197441,21,1094740285723197441,False
1442958561714348032,21,1442958561714348032,False
132091340,21,132091340,False
518793204,21,518793204,False
2609348947,21,2609348947,False
3074406071,21,3074406071,False
16717352,21,16717352,False
3114180490,21,3114180490,False
1321399545553629184,21,1321399545553629184,False
1412843468477669390,21,1412843468477669390,False
395096466,21,395096466,False
1401460986289197056,21,1401460986289197056,False
88690487,21,88690487,False
936984678619340803,21,936984678619340803,False
4496706377,1,4496706377,False
1358926797203787777,1,1358926797203787777,True
824210047286865920,1,824210047286865920,False
1132790794585296896,1,1132790794585296896,False
1469786708,1,1469786708,False
246341574,1,246341574,False
1143435049821528070,1,1143435049821528070,False
1199026032252203008,1,1199026032252203008,False
1242403676087627777,1,1242403676087627777,False
1067411469267017733,1,1067411469267017733,False
795740188173627393,1,795740188173627393,False
1089930552025776128,1,1089930552025776128,False
775292260506296320,1,775292260506296320,False
1351919339759349760,1,1351919339759349760,False
810978818433359872,24,810978818433359872,False
4173635073,24,4173635073,True
1249996595451416576,24,1249996595451416576,False
62575025,24,62575025,False
3244026676,24,3244026676,False
705384730,24,705384730,False
777217371228430336,24,777217371228430336,False
320556637,24,320556637,False
286781759,24,286781759,False
2568997818,24,2568997818,False
228585026,24,228585026,False
713380729191796736,24,713380729191796736,False
700833867742056448,24,700833867742056448,False
747207321776848896,24,747207321776848896,False
1501295285900824583,24,1501295285900824583,False
890906840208474112,24,890906840208474112,False
1393631163500085248,24,1393631163500085248,False
3699877649,24,3699877649,False
636474632,24,636474632,False
914958234913447936,24,914958234913447936,False
1130100942085545984,24,1130100942085545984,False
24220329,24,24220329,False
370382835,24,370382835,False
819031121593675777,24,819031121593675777,False
395775941,24,395775941,False
1021923493,24,1021923493,False
1427343650745421826,24,1427343650745421826,False
288677871,24,288677871,False
53979136,24,53979136,False
3611023395,24,3611023395,False
798920384,24,798920384,False
3301853172,24,3301853172,False
1380409254285221888,24,1380409254285221888,False
16865015,24,16865015,False
235348418,24,235348418,False
75890740,24,75890740,False
1273395798068387841,24,1273395798068387841,False
3738854359,24,3738854359,False
527989084,24,527989084,False
35138363,24,35138363,False
18552203,24,18552203,False
1257020221,24,1257020221,False
789122773499060224,24,789122773499060224,False
705219632613990400,24,705219632613990400,False
851838640649121792,24,851838640649121792,False
866636064,24,866636064,False
1068239552861691904,24,1068239552861691904,False
1211578075906863104,24,1211578075906863104,False
1427375939311136772,24,1427375939311136772,False
1046627649890725888,24,1046627649890725888,False
1287365638697226244,24,1287365638697226244,False
934583390233382913,24,934583390233382913,False
18201737,24,18201737,False
1090314854,24,1090314854,False
1411333646884159492,24,1411333646884159492,False
1965934140,24,1965934140,False
54641782,24,54641782,False
22071772,24,22071772,False
19085230,24,19085230,False
1102964302229561344,24,1102964302229561344,False
833891865191669764,24,833891865191669764,False
198329472,24,198329472,False
772650329951338496,24,772650329951338496,False
712929244490371072,24,712929244490371072,False
730836444294565888,24,730836444294565888,False
825774193648099328,24,825774193648099328,False
853266186,24,853266186,False
1063555328610988034,24,1063555328610988034,False
1053458811275472897,24,1053458811275472897,False
371696544,24,371696544,False
3101997511,24,3101997511,False
15867375,24,15867375,False
704533123027959813,24,704533123027959813,False
3897559218,24,3897559218,False
2765160932,24,2765160932,False
297797077,24,297797077,False
1893814746,24,1893814746,False
1181296662205157378,24,1181296662205157378,False
119816722,24,119816722,False
1348476749005275137,24,1348476749005275137,False
1281303947857113088,24,1281303947857113088,False
897467638095523840,24,897467638095523840,False
1402983088217485316,24,1402983088217485316,False
92947297,24,92947297,False
230926808,24,230926808,False
1017913508044787712,24,1017913508044787712,False
1105439456,24,1105439456,False
1491913158407036929,24,1491913158407036929,False
1268376691145166849,24,1268376691145166849,False
1226303743504928768,24,1226303743504928768,False
94378883,24,94378883,False
1051262971,24,1051262971,False
3090195654,24,3090195654,False
892428145,24,892428145,False
2385364516,24,2385364516,False
252745002,24,252745002,False
2454321662,24,2454321662,False
498629617,24,498629617,False
530850923,24,530850923,False
433200770,24,433200770,False
1396728175,24,1396728175,False
1468016157810917376,24,1468016157810917376,False
806122,24,806122,False
472108879,24,472108879,False
1187839146091581441,24,1187839146091581441,False
49385541,24,49385541,False
3067715181,24,3067715181,False
759329478770200576,24,759329478770200576,False
1474060564930383873,24,1474060564930383873,False
1511474707,24,1511474707,False
80398898,24,80398898,False
1643797933,24,1643797933,False
1358318807769436161,24,1358318807769436161,False
824318412318916608,24,824318412318916608,False
1211240184987058176,24,1211240184987058176,False
1146662420,24,1146662420,False
1274222054238228480,24,1274222054238228480,False
1127388974127964160,24,1127388974127964160,False
2310195528,24,2310195528,False
1497844897340084227,24,1497844897340084227,False
1024341816030781440,24,1024341816030781440,False
382963585,24,382963585,False
1499216402389114883,24,1499216402389114883,False
41736503,24,41736503,False
312697462,24,312697462,False
964305136070905856,24,964305136070905856,False
832297303625064448,24,832297303625064448,False
33143522,24,33143522,False
744357503702441984,24,744357503702441984,False
1491810013949607943,24,1491810013949607943,False
79652366,24,79652366,False
1163332575676362752,24,1163332575676362752,False
1297566274898333696,24,1297566274898333696,False
904019305515294720,24,904019305515294720,False
1127241989877944320,24,1127241989877944320,False
756110855721349120,24,756110855721349120,False
2565760789,24,2565760789,False
42338316,24,42338316,False
3886150584,24,3886150584,False
1409060058449780739,24,1409060058449780739,False
26684155,24,26684155,False
127368718,24,127368718,False
1465455307040112644,24,1465455307040112644,False
1479280366091476995,24,1479280366091476995,False
1373718804400857090,24,1373718804400857090,False
1433396158290747394,24,1433396158290747394,False
3196746036,24,3196746036,False
572965484,24,572965484,False
18114366,24,18114366,False
26039305,24,26039305,False
1373973063889391621,24,1373973063889391621,False
1459035156677812247,24,1459035156677812247,False
1196889374115483649,24,1196889374115483649,False
2907229039,24,2907229039,False
788803008947556352,24,788803008947556352,False
1261279250365087744,24,1261279250365087744,False
1082288544146575361,24,1082288544146575361,False
800755345933012993,24,800755345933012993,False
1275688593932144641,24,1275688593932144641,False
23547475,24,23547475,False
3003679032,24,3003679032,False
617225308,24,617225308,False
851678533374136321,24,851678533374136321,False
1261131420,24,1261131420,False
