Source,Target,like,retweet,both
1232962543083282432,1196514339479597057,True,False,False
1357157479654776832,1196514339479597057,True,False,False
890826002926104576,1196514339479597057,True,False,False
1300682341988392960,1196514339479597057,True,False,False
594507291,1196514339479597057,True,False,False
1267980430126592002,1196514339479597057,True,False,False
770213856341786625,1196514339479597057,True,False,False
1426968961887899653,1196514339479597057,True,False,False
1336187789730263046,1196514339479597057,True,False,False
1289791736643035136,1196514339479597057,True,False,False
1430248635212652545,1196514339479597057,True,False,False
1361324834538487811,1196514339479597057,True,False,False
1283003496959217669,1196514339479597057,True,False,False
924691571341107200,1196514339479597057,True,False,False
1443088098775162881,1196514339479597057,True,False,False
1218417379027320832,1196514339479597057,True,False,False
1101239743910690816,1196514339479597057,True,False,False
4887979443,1196514339479597057,True,False,False
1243138383976808449,1196514339479597057,True,False,False
1477473079810936834,1196514339479597057,True,False,False
1496833843063660545,1196514339479597057,True,False,False
966345393377292288,1196514339479597057,True,False,False
1110087009266225152,1196514339479597057,True,False,False
921721449483612160,1196514339479597057,True,False,False
1497619518281363456,1196514339479597057,True,False,False
1411777444772724745,1196514339479597057,True,False,False
1433762848421863478,1196514339479597057,True,False,False
1392235689077583873,1196514339479597057,True,False,False
1497888366297243650,1196514339479597057,True,False,False
148380731,1196514339479597057,True,False,False
1379039202441097216,1196514339479597057,True,False,False
1330490963073101835,1196514339479597057,True,False,False
1108358413770256384,1196514339479597057,True,False,False
1334934463348940801,1196514339479597057,True,False,False
790254702541799424,1196514339479597057,True,False,False
876928299460677632,1196514339479597057,True,False,False
1341142601202884609,1196514339479597057,True,False,False
1427303904803528704,1196514339479597057,True,False,False
51062363,1196514339479597057,True,False,False
969154488333463554,1196514339479597057,True,False,False
1157797679755399168,1196514339479597057,True,False,False
1112701094851997696,1196514339479597057,True,False,False
704959040,1196514339479597057,True,False,False
505539447,1196514339479597057,True,False,False
1481222680208674822,1196514339479597057,True,False,False
2267370895,1196514339479597057,True,False,False
1196137252004478978,1196514339479597057,True,False,False
1393553349291692037,1196514339479597057,True,False,False
1164490188086640641,1196514339479597057,True,False,False
1389591211015647236,1196514339479597057,True,False,False
1265732783869173760,1196514339479597057,True,False,False
884468410700181505,1196514339479597057,True,False,False
1487903797762564102,1196514339479597057,True,False,False
1346222756849983491,1196514339479597057,True,False,False
1451806010348384257,1196514339479597057,True,False,False
786938428034351104,1196514339479597057,True,False,False
3070923907,1196514339479597057,True,False,False
1143885435493650432,1196514339479597057,True,False,False
1487794369344282624,1196514339479597057,True,False,False
1280925622936707072,1196514339479597057,True,False,False
1330076682317869058,1196514339479597057,True,False,False
791590363970543616,1196514339479597057,True,False,False
1493210567036841989,1196514339479597057,True,False,False
1427544408380092432,1196514339479597057,True,False,False
1448619766789275649,1196514339479597057,True,False,False
1399951804864020481,1196514339479597057,True,False,False
890492694967046144,1196514339479597057,True,False,False
1497688545003200517,1196514339479597057,True,False,False
1335206329762377731,1196514339479597057,True,False,False
1496811963904671746,1196514339479597057,True,False,False
244450331,1196514339479597057,True,False,False
1432377210682286082,1196514339479597057,True,False,False
185630248,1196514339479597057,True,False,False
969646821139210240,1196514339479597057,True,False,False
708642936439906304,1196514339479597057,True,False,False
1318254801138888705,1196514339479597057,True,False,False
1272537774420365312,1196514339479597057,True,False,False
1391789459184644096,1196514339479597057,True,False,False
113066357,1196514339479597057,True,False,False
1403091213683769345,1196514339479597057,True,False,False
1398966375993864198,1196514339479597057,True,False,False
762971871839039488,1196514339479597057,True,False,False
964520169472253952,1196514339479597057,True,False,False
1452329480173899791,1196514339479597057,True,False,False
18071474,1196514339479597057,True,False,False
