Source,Target
1487197196906815489,472481958
221246201,472481958
1475531630605393924,472481958
1025224374,472481958
48429335,472481958
1161329387935080448,472481958
4719872722,472481958
49488785,472481958
1497593074578378752,472481958
1429863158760497154,472481958
1495917305636732931,472481958
28278888,472481958
3891829643,472481958
1265100035085090816,472481958
60220028,472481958
433581168,472481958
127369948,472481958
1477666769095507969,472481958
3214571141,472481958
102532798,472481958
318422563,472481958
59597081,472481958
33963690,472481958
1079797934,472481958
1311898898,472481958
58281990,472481958
508187960,472481958
339724344,472481958
496253544,472481958
3128088058,472481958
28394011,472481958
2339733614,472481958
836634384153395200,472481958
941843147763490817,472481958
1040023858705850369,472481958
1160456569,472481958
2711698261,472481958
393570329,472481958
214875221,472481958
1383639214504366085,472481958
1492914958140514305,472481958
33048854,472481958
22390508,472481958
1482594883852505088,472481958
1973458286,472481958
18272139,472481958
458872050,472481958
360369653,472481958
824742421338664960,472481958
202191895,472481958
466079200,472481958
1544098346,472481958
17532979,472481958
1241012652123533312,472481958
353765710,472481958
482702454,472481958
14244309,472481958
612217806,472481958
28192639,472481958
1446946963476209665,472481958
1455585644739235849,472481958
312037303,472481958
1601590176,472481958
532798356,472481958
1179737909500489729,472481958
219864847,472481958
3276478969,472481958
153190299,472481958
4376648537,472481958
1169075375726649345,472481958
996081618,472481958
26543657,472481958
1300619672916824065,472481958
1608447355,472481958
28629425,472481958
312242399,472481958
4707468799,472481958
1108042802506526720,472481958
990014969423933441,472481958
110356737,472481958
2409663512,472481958
907948939,472481958
2601935042,472481958
3245506243,472481958
20570921,472481958
821336787230466049,472481958
1957288050,472481958
1260958038694883328,472481958
38819425,472481958
1200487076699017217,472481958
1280161149233893376,472481958
281503686,472481958
819185162479144960,472481958
104638713,472481958
81290051,472481958
344162043,472481958
1336014896765546496,472481958
2341471015,472481958
36773010,472481958
957396820237234176,472481958
20261336,472481958
1445084795998982150,472481958
93958682,472481958
1686740173,472481958
1160868067,472481958
223364655,472481958
19160609,472481958
1453357329882259460,472481958
495180546,472481958
1171898606179299328,472481958
2453484217,472481958
25209411,472481958
436985128,472481958
272578794,472481958
3313678069,472481958
1475266161927405572,472481958
546771563,472481958
30465899,472481958
256583403,472481958
208317507,472481958
112220045,472481958
108076414,472481958
1432714056448806918,472481958
16177536,472481958
2275042723,472481958
1180544072,472481958
112844747,472481958
1245451608000884736,472481958
1025617471,472481958
475570430,472481958
1204864748,472481958
3952363934,472481958
1324016723851436032,472481958
991132349663412224,472481958
404439040,472481958
848237430755008513,472481958
3536757616,472481958
975016297,472481958
2887978273,472481958
1239546809346863105,472481958
252119128,472481958
253724929,472481958
1235027593562226688,472481958
98977973,472481958
818800320386072576,472481958
133459481,472481958
395993515,472481958
23308183,472481958
2342474203,472481958
1347562075,472481958
1117616102442455041,472481958
1123611063814062080,472481958
121545005,472481958
758373984,472481958
33034609,472481958
318240030,472481958
826179003509661696,472481958
33734273,472481958
807865098,472481958
259018564,472481958
425710711,472481958
4110838642,472481958
180662656,472481958
348006983,472481958
893458615562096640,472481958
1005617765414141952,472481958
393348427,472481958
121578764,472481958
856852362278948864,472481958
1444010992573329417,472481958
1241701980755701760,472481958
70741767,472481958
1333697614949322752,472481958
3187125694,472481958
3260849082,472481958
720368274,472481958
851751855487148032,472481958
17204460,472481958
3375072193,472481958
1108436969351049217,472481958
809733740087885824,472481958
927308047613018112,472481958
98431182,472481958
37432471,472481958
279499945,472481958
4194089799,472481958
269666410,472481958
1066337226,472481958
533353249,472481958
411912180,472481958
17010816,472481958
477964312,472481958
1150904012885102603,472481958
3306596429,472481958
2392851672,472481958
998336153831944192,472481958
1963707690,472481958
1428825305049968653,472481958
874595832,472481958
848973710916689920,472481958
1223950760,472481958
116762587,472481958
53313796,472481958
1273922114194735104,472481958
28118116,472481958
973491119433572352,472481958
1378739842264207367,472481958
853720327175643136,472481958
1646332334,472481958
1465714978946752513,472481958
893879213039775745,472481958
1242517797621530625,472481958
3248210107,472481958
466739090,472481958
2185540224,472481958
728020615706378245,472481958
20217981,472481958
2696876356,472481958
897775821955444736,472481958
2192974553,1498316110399213575
391663126,1498316110399213575
1244682614969163778,1498316110399213575
1304687928405352449,1498316110399213575
1497996580724645897,1498316110399213575
1149589969519775744,1498316110399213575
758597260968075264,1498316110399213575
1499452522435592198,1498316110399213575
870639045050855424,1498316110399213575
1500374131216461824,1498316110399213575
1499420098293116935,1498316110399213575
1124447266205503488,1498316110399213575
1399158038624231424,1448502687838785536
841048198940631050,272323143
2842034452,272323143
1010998045268377600,272323143
1599540866,272323143
1426219381172936706,272323143
824443394524975104,272323143
1239214532884598784,272323143
901498369784152064,272323143
344687656,272323143
964145496242708481,272323143
851516412904566784,272323143
253260733,272323143
2907936395,272323143
1505197929790943232,272323143
512608908,272323143
411571806,272323143
620943800,272323143
258073499,272323143
1489044255641382913,272323143
830939480,272323143
329377614,272323143
234565566,272323143
130530294,272323143
1235918696989757440,272323143
3225684553,272323143
47925179,272323143
386245104,272323143
284739436,272323143
1471886972297822217,272323143
1322705520382287872,272323143
1448779720942710804,272323143
1331043889654927361,272323143
1421360975421349888,272323143
730319534876299265,272323143
2445261812,272323143
1352392009479315459,272323143
754291647656189952,272323143
370538219,272323143
1319127176612962304,272323143
1324512277144457216,272323143
1423562906457841665,272323143
1620347012,272323143
130586815,272323143
730990802495639552,272323143
869717328648261632,272323143
1304850869565915137,272323143
32316309,272323143
1264110186655911936,272323143
218702112,272323143
32827869,272323143
1219373436696350721,272323143
870891296818208768,272323143
1314371989310713857,272323143
24452329,272323143
1463110892632121347,272323143
1346904362241585153,272323143
370434812,272323143
1039643556,272323143
1045860851658489858,272323143
826900352599457797,272323143
1364374610922323972,272323143
1364399621905252355,272323143
1058026031356039168,272323143
1458451642337140744,272323143
614108067,272323143
1287037864199491585,272323143
414858466,272323143
971554987506454528,272323143
4697334080,272323143
1448360968610779137,272323143
278214954,272323143
1489693145029820423,272323143
897867179852431360,272323143
1425290897479118848,272323143
15540010,272323143
814742218363834368,272323143
1372389558021619712,272323143
2823718413,272323143
926208929255768064,272323143
1257722669618925571,272323143
2766854818,272323143
188507812,272323143
196841873,272323143
1252808107,272323143
84185763,272323143
801029012,272323143
755183006151610368,272323143
2233545734,272323143
1061874037209522177,272323143
48479177,272323143
558055652,272323143
288004312,272323143
1099809694883897344,272323143
344943137,272323143
969240916191055875,272323143
27743303,272323143
472505852,272323143
2817243679,272323143
2532931933,272323143
209190190,272323143
3810112277,272323143
206529413,272323143
796746831988453376,272323143
1420872640739352576,272323143
1225144211936120832,272323143
29973034,272323143
51474751,272323143
66798288,272323143
768172161643057154,272323143
104663685,272323143
1189906924579500032,272323143
707312705003098112,272323143
738076436607737856,272323143
1284882281182765059,272323143
1368241352245456900,272323143
44166210,272323143
67227742,272323143
575728666,272323143
768275109341597696,272323143
189346772,272323143
862144824501252100,272323143
972919317028331526,272323143
1342887872278503424,272323143
1436544717219459076,272323143
23706276,272323143
4466492776,272323143
1323267753487290369,272323143
23942586,272323143
1487994087672360962,272323143
1462745790514925570,272323143
817069725930790912,272323143
3000298880,272323143
1397959472434327554,272323143
1014018738,272323143
858316946982424577,272323143
1382181486850359296,272323143
1016520615883362304,272323143
1453270633,272323143
1497129597816684544,272323143
1345480009,272323143
246249730,272323143
867503208318595072,272323143
2175244579,272323143
365497009,272323143
158016381,272323143
884026348515115008,272323143
1322387846288736257,272323143
476822063,272323143
1103806197323522048,272323143
24367355,272323143
1487855371674914821,272323143
2278045005,272323143
1924250845,272323143
66574549,272323143
2736137370,272323143
1187675827816808449,272323143
1148558967267663872,272323143
166428103,272323143
1189131331407695872,272323143
24268252,272323143
237893518,272323143
860327886,272323143
816402720613691393,272323143
105794926,272323143
48419687,272323143
390968301,272323143
52534629,272323143
1464304555962023936,272323143
776257547170832384,272323143
1315693908454780930,272323143
760547442026831872,272323143
1298892054525865984,272323143
35864680,272323143
794206664123621376,272323143
114133321,272323143
1333171587990904838,272323143
1489673317992869891,272323143
218183817,272323143
1485597990891171843,272323143
758856984162512896,272323143
2655203862,272323143
21566772,272323143
2178961441,272323143
357628055,272323143
1390326786181910534,272323143
3950834241,272323143
256825114,272323143
842848956044337155,272323143
2821284749,272323143
2282976600,272323143
3059045779,272323143
1014697710971162626,272323143
1268593600276893697,272323143
1441215168713662471,272323143
1252412611,272323143
1024262724757409793,272323143
3323820087,272323143
1338302169339060225,272323143
23707307,272323143
1421004713441468423,272323143
419850592,272323143
3250849470,272323143
715389914,272323143
23499064,272323143
180390316,272323143
223966622,272323143
830042083452784640,272323143
503858063,272323143
3085592868,272323143
1483728524296998915,272323143
2881626808,272323143
2555623046,272323143
1316895985784836097,272323143
1311141311987118080,272323143
1243661899507458049,272323143
141954726,272323143
1002562777,272323143
1148394995805614081,272323143
2165667171,272323143
1275146789813977088,272323143
36457736,272323143
405938895,272323143
1211045573001768960,272323143
26431028,272323143
20481709,272323143
1289623807,272323143
1915147844,272323143
1171058456813547521,272323143
264848921,272323143
1271464161042628608,272323143
842764884173504512,272323143
2666097223,272323143
28038101,272323143
419700944,272323143
822884683708911616,272323143
1247201576361615362,272323143
754077730241597441,272323143
1348713796022513666,272323143
770271189264543744,272323143
1134511945753792512,272323143
558772112,272323143
227065044,272323143
1455341147505704960,272323143
24332709,272323143
1107258382279458817,272323143
865202234560319488,272323143
1291922467422797826,272323143
1209761131004354560,272323143
772576928968560642,272323143
816853835113201664,272323143
824718371929395204,272323143
20409725,272323143
1442930380038975488,272323143
851022686134435845,272323143
1269787857217970176,272323143
144661866,272323143
1162049831159914499,272323143
823290227296968704,272323143
2359857072,272323143
347261360,272323143
2915904169,272323143
2815588646,272323143
917409677289324544,272323143
1396214929607307265,272323143
39594909,272323143
1186392492003995648,272323143
94159155,272323143
280572263,272323143
3197293220,272323143
1443614674231115778,272323143
1269639642577592320,272323143
1315714981741039617,272323143
1476604816675655702,272323143
64231533,272323143
1490122879161225221,272323143
20644656,272323143
1431677215293513731,272323143
897420665036443649,272323143
992449330157117440,272323143
1152927529449058306,272323143
1447753757324943363,272323143
4743581773,272323143
935932077727289344,272323143
3222864259,272323143
2213048209,272323143
28626749,272323143
3301929360,272323143
700471350557745153,272323143
46604623,272323143
1445079921525673988,272323143
1357209323198435329,272323143
474116579,272323143
1680691602,272323143
14778882,272323143
813104620960620544,272323143
1425907250628071427,272323143
718515005306626048,272323143
1293294853338599427,272323143
844506270,272323143
19869059,272323143
24362099,272323143
29025555,272323143
1418990397460779010,272323143
755825787383578624,272323143
1153727652533960704,272323143
1279453706430414851,272323143
433717161,272323143
23225335,272323143
2933801185,272323143
550098502,272323143
2343390624,272323143
2830521210,272323143
890758115758682113,272323143
1007628474356584450,272323143
1250064133921349634,272323143
186143353,272323143
3305756332,272323143
36715738,272323143
872293773195325441,272323143
40278206,272323143
261927509,272323143
1476273050165334018,272323143
332659015,272323143
2342451130,272323143
538702482,272323143
2231790292,272323143
1064024266436370432,272323143
521445026,272323143
197567657,272323143
401040822,272323143
951169074263969792,272323143
1257871796,272323143
1529251452,272323143
737021622561951744,272323143
41052918,272323143
20432287,272323143
1443678068195921931,272323143
59628414,272323143
1473761422421200896,272323143
533973940,272323143
37918497,272323143
1018481733942087681,272323143
4774734753,272323143
319103336,272323143
1479595001659101185,272323143
1384569899264139264,272323143
463308334,272323143
533548985,272323143
1243677312702386181,272323143
1485570523946012672,272323143
1470403265166778373,272323143
258613311,272323143
1349532325181349891,272323143
1055508367479922688,272323143
1079285193620500481,272323143
57622250,272323143
3280019430,272323143
84392121,272323143
841469651292958720,272323143
1479177729048301570,272323143
18829128,272323143
335120947,272323143
172176142,272323143
1155547268,272323143
1019907681606303744,272323143
828105812153421824,272323143
1498368246759706636,272323143
30350391,272323143
4273912993,272323143
973036388,272323143
1401794446799278081,272323143
2702006540,272323143
188533027,272323143
868895396621418496,272323143
319067283,272323143
2771528940,272323143
22394328,272323143
30757207,272323143
1305166032743661568,272323143
1179096169026220032,272323143
1409634505091125251,272323143
1498415953524187146,272323143
42490279,272323143
1007940271643004928,272323143
44321544,272323143
1463054851923980290,272323143
1274626472678879233,272323143
81404597,272323143
1120079106027216896,272323143
2307391062,272323143
22141238,272323143
544529756,272323143
1141848379,272323143
1139921889877516288,272323143
590805899,272323143
706469995,272323143
307698768,272323143
47294035,272323143
1468579266401288192,272323143
2986101977,272323143
1132882476102242304,272323143
812284550420320257,272323143
860024141327597568,272323143
19354906,272323143
194040308,272323143
3261275486,272323143
1048275292173864960,272323143
1021453409319342085,272323143
1402021165384847364,272323143
721696049027551232,272323143
1354799530366087172,272323143
787370140031651840,272323143
1444777026,272323143
1321224402797694977,272323143
917988700155449344,272323143
1247155354137284609,272323143
20230439,272323143
803263064824913921,272323143
1973150143,272323143
2794941852,272323143
839795533732581376,272323143
613817679,272323143
23062163,272323143
33671355,272323143
1233823582607769602,272323143
1240452337220517890,272323143
1192206182,272323143
902642033399083008,272323143
50955536,272323143
3029435921,272323143
756591411630313472,272323143
199793632,272323143
611870951,272323143
1918960824,272323143
1146289854,272323143
161349781,272323143
2974785586,272323143
785984135139627008,272323143
166617946,272323143
1188106497017831426,272323143
48099795,272323143
1082467033206337536,272323143
2835621056,272323143
1190205485825302530,272323143
305998037,272323143
1450396142542409732,272323143
1942301358,272323143
25429885,272323143
3258488810,272323143
2840667702,272323143
16196796,272323143
34882451,272323143
28410060,272323143
785301087028908032,272323143
824288611,272323143
1312505487167021063,272323143
1485249144037916672,272323143
1315348544,272323143
955078022,272323143
1334220040518963205,272323143
1450807671817482248,272323143
271021790,272323143
3154710004,272323143
1376018712,272323143
2800883309,272323143
263813685,272323143
28372430,272323143
351143365,272323143
1428833056203366405,272323143
1311193862413545472,272323143
322057073,272323143
2296294548,272323143
716980092,272323143
1435349308585435143,272323143
591060259,272323143
80196269,272323143
1169263300368109571,272323143
20325904,272323143
2926381331,272323143
309215877,272323143
1267868890400317440,272323143
17925338,272323143
215882202,272323143
586544726,272323143
159708681,272323143
1033462846267555842,272323143
1286479639875973120,272323143
9137922,272323143
1884366960,272323143
1093560629737254913,272323143
1042042273,272323143
2975213785,272323143
820741571347816448,272323143
1347560272131551233,272323143
1253018167,272323143
23230387,272323143
159874196,272323143
813959615172014080,272323143
4421232135,272323143
750435709098614785,272323143
865677961919422464,272323143
874006150399877120,272323143
771079201965223936,272323143
1214635890,272323143
36729396,272323143
24223054,272323143
1232706649,272323143
1361105419972861952,272323143
1370524326953422850,272323143
2174990397,272323143
197854064,272323143
1664149153,272323143
33758144,272323143
198024326,272323143
1223409324275458051,272323143
1681803396,272323143
1482038150188863489,272323143
1470748815925915653,272323143
998578796709244928,272323143
124877794,272323143
128702411,272323143
1268788407616094208,272323143
58350353,272323143
716973696724955136,272323143
12724392,272323143
2311133795,272323143
310611521,272323143
962809553321644032,272323143
89045706,272323143
1278700211729305601,272323143
1283117501472276481,272323143
1176524014514298882,272323143
797118475722432513,272323143
423830342,272323143
880802486990368769,272323143
898182016914608129,272323143
825471072074137601,272323143
965044995559477248,272323143
1471265763558363141,272323143
1124518912991879168,272323143
2485775089,272323143
26953218,272323143
4041409093,272323143
933134533448388608,272323143
35081437,272323143
818987582650392577,272323143
1455497640183943171,272323143
3272506496,272323143
223535693,272323143
873528703824912384,272323143
1175470653601959938,272323143
1320907369673592832,272323143
3360201814,272323143
780413153934839808,272323143
1489056120794755073,272323143
128313468,272323143
460431080,272323143
