user_id,author_id
1117407293316960257,1489241986389651458
1480690896056184833,1489241986389651458
1078970727804489729,1489241986389651458
1431359673081413639,1489241986389651458
300625980,1152348175761465344
2959759857,1152348175761465344
1303264019831234560,1152348175761465344
1109390623411499008,1152348175761465344
139761674,1152348175761465344
1190319939661352960,1152348175761465344
14889994,1152348175761465344
1501055627279441920,1152348175761465344
2419577432,1152348175761465344
2379229776,1152348175761465344
52207152,1152348175761465344
1458406502096584710,1152348175761465344
2181557529,1152348175761465344
4408489419,1152348175761465344
1430824386416742400,1152348175761465344
28231982,1152348175761465344
1494753363774291969,1152348175761465344
1427270189490520068,1152348175761465344
1490456983694106626,1152348175761465344
1466217481,1152348175761465344
1500445756037242892,1152348175761465344
1115718160517222400,1152348175761465344
1311820922802835457,1152348175761465344
3544676597,1152348175761465344
1446595033856036867,1152348175761465344
14308839,1152348175761465344
823695084927393792,1152348175761465344
95145731,1152348175761465344
136036373,1152348175761465344
449112109,1152348175761465344
1498053728095682562,1152348175761465344
1501856565552455680,1152348175761465344
2774660107,1152348175761465344
1592502494,1152348175761465344
737977061957095424,1152348175761465344
766637632067624960,1152348175761465344
1009889166404943872,1152348175761465344
970627927359541250,1152348175761465344
1501573584745025540,1152348175761465344
1508932834035220484,1152348175761465344
61565052,1152348175761465344
121702783,1152348175761465344
1326898308619464704,1152348175761465344
471941936,1152348175761465344
2345956774,1152348175761465344
18114111,1152348175761465344
2874620485,1152348175761465344
23051085,1152348175761465344
197419781,1152348175761465344
1444477108894552068,1152348175761465344
85531927,1152348175761465344
824356175894286336,1152348175761465344
1500119922189418499,1152348175761465344
108266878,1152348175761465344
102911829,1152348175761465344
2903541269,1152348175761465344
1312821386105233408,1152348175761465344
1497353964572061696,1152348175761465344
3764830762,1152348175761465344
1145941322332889088,1152348175761465344
213349491,1152348175761465344
1450088245413531657,1152348175761465344
724543527405805568,1152348175761465344
1014129950,1152348175761465344
786700740211437568,1152348175761465344
1048372404685295616,1152348175761465344
738275324358709248,1152348175761465344
870996546,1152348175761465344
755070034033115136,1152348175761465344
1362746543762255877,1152348175761465344
868259364930428928,1152348175761465344
1497362071540965391,1152348175761465344
1215228638800621568,1152348175761465344
1375359930849501185,1152348175761465344
3687054329,1152348175761465344
2723483088,1152348175761465344
49332897,1152348175761465344
1500588087931457540,1152348175761465344
15218646,1152348175761465344
1499076678454288390,1152348175761465344
329868740,1152348175761465344
1479114001430630405,1152348175761465344
3008009663,1152348175761465344
299020785,1152348175761465344
495332843,1152348175761465344
3397847596,1152348175761465344
1017550181561257985,1152348175761465344
856259942,1152348175761465344
1394781524789104646,1152348175761465344
56722736,1152348175761465344
820310640812232704,1152348175761465344
4092766393,1152348175761465344
1887657187,1152348175761465344
1243843989167468544,1152348175761465344
197438759,1152348175761465344
19586465,1152348175761465344
1129715254164893697,1152348175761465344
16130114,1152348175761465344
1136055528273133569,1152348175761465344
2896011835,1152348175761465344
312552994,1152348175761465344
19528405,1152348175761465344
3428565077,1152348175761465344
1257761418939637761,1152348175761465344
201812289,1152348175761465344
1513697931416678413,1152348175761465344
1502396838724481033,1152348175761465344
168144703,1152348175761465344
1432107923845550088,1152348175761465344
2198561071,1152348175761465344
1255682052,1152348175761465344
1493895358577053701,1152348175761465344
1053102756158943233,1152348175761465344
1504613444053614592,1152348175761465344
22637747,1152348175761465344
170968907,1152348175761465344
354366355,1152348175761465344
926037359975632896,1152348175761465344
1427657000876380165,1152348175761465344
1527982602,1152348175761465344
789740881322450944,1152348175761465344
97858542,1152348175761465344
1498716516673597447,1152348175761465344
913820741027508224,1152348175761465344
1499606579657592832,1152348175761465344
1504832403591864322,1152348175761465344
15557891,1152348175761465344
4503483681,1152348175761465344
2238117272,1152348175761465344
1509988285430521865,1152348175761465344
1252899590816387073,1152348175761465344
453484927,1152348175761465344
174771928,1152348175761465344
260032456,1152348175761465344
1040469494,1152348175761465344
241542851,1152348175761465344
1233406730249351170,1152348175761465344
775763480993378304,1152348175761465344
45136535,1152348175761465344
89285789,1152348175761465344
1496705750789459968,1152348175761465344
2344112658,1152348175761465344
1326266034442170368,1152348175761465344
33415440,1152348175761465344
45957835,1152348175761465344
894605351403827200,1152348175761465344
115815593,1152348175761465344
969200501588860930,1152348175761465344
1499891618249248769,1152348175761465344
2659317221,1152348175761465344
1084846747719999488,1152348175761465344
1364909003021692928,1152348175761465344
37623711,1152348175761465344
1500476417695535104,1152348175761465344
1189376146078490624,1152348175761465344
774573312831688704,1152348175761465344
107358669,1152348175761465344
210283540,1152348175761465344
827835024,1152348175761465344
2884977357,1152348175761465344
2566289668,1152348175761465344
968104213841694720,1152348175761465344
912967672404389889,1152348175761465344
1473131634807517187,1152348175761465344
4848599855,1152348175761465344
1490083755041644547,1152348175761465344
14200360,1152348175761465344
898348935550554112,1152348175761465344
1472130799952670720,1152348175761465344
1209221432150024192,1152348175761465344
1419573988343300099,1152348175761465344
3860113272,1152348175761465344
18832004,1152348175761465344
708490938386161665,1152348175761465344
48712839,1152348175761465344
19026337,1152348175761465344
1497243993666686984,1152348175761465344
75017904,1152348175761465344
322896453,1152348175761465344
1499463672573435913,1152348175761465344
997892065,1152348175761465344
54172991,1152348175761465344
444112328,1152348175761465344
20852586,1152348175761465344
1348225475827609607,1152348175761465344
3436232832,1152348175761465344
19587071,1152348175761465344
370805797,1152348175761465344
2332033299,1152348175761465344
26274238,1152348175761465344
15152648,1152348175761465344
928362039336210433,1152348175761465344
55059675,1152348175761465344
1498260465037758469,1152348175761465344
1429759671636791297,1152348175761465344
985193830336081920,1152348175761465344
3303665263,1152348175761465344
2694996870,1152348175761465344
881656351,1152348175761465344
19432736,1152348175761465344
14569930,1152348175761465344
470491507,1152348175761465344
248869496,1152348175761465344
141012640,1152348175761465344
3284843616,1152348175761465344
31389196,1152348175761465344
22053079,1152348175761465344
4736570898,1152348175761465344
800291815714738177,1152348175761465344
16813064,1152348175761465344
1461539920099655684,1152348175761465344
399200230,1152348175761465344
1499901229786402821,1152348175761465344
1630505052,1152348175761465344
1227445048574431234,1152348175761465344
87846824,1152348175761465344
1325514349075697665,1152348175761465344
2328909811,1152348175761465344
698957452423929856,1152348175761465344
238144735,1152348175761465344
4137102700,1152348175761465344
427640909,1152348175761465344
1389190756557115394,1152348175761465344
983106210881818625,1152348175761465344
1493529094415392771,1152348175761465344
1166822262231773190,1152348175761465344
1505345494012342273,1152348175761465344
1312060219682422785,1152348175761465344
1469610778496061445,1152348175761465344
298749415,1152348175761465344
1253677329521524736,1152348175761465344
3436776034,1152348175761465344
90136852,1152348175761465344
832957786887557120,1152348175761465344
237962230,1152348175761465344
1215485043742666753,1152348175761465344
44048715,1152348175761465344
49649592,1152348175761465344
787380637732786176,1152348175761465344
2817766587,1152348175761465344
1511004966642667523,1152348175761465344
823321464233480193,1152348175761465344
906572539761176576,1152348175761465344
1509858198362025992,1152348175761465344
1492220951437656064,1152348175761465344
1394505214330290178,1152348175761465344
1484805952314433538,1152348175761465344
32169463,1152348175761465344
1316535411557183488,1152348175761465344
1502327959067181058,1152348175761465344
296674343,1152348175761465344
431580871,1152348175761465344
1290652703564206083,1152348175761465344
16220895,1152348175761465344
1440995612179288068,1152348175761465344
1510232317989736449,1152348175761465344
26867626,1152348175761465344
895594273403355136,1152348175761465344
1502446893036679172,1152348175761465344
768587421621510146,1152348175761465344
32720819,1152348175761465344
23682295,1152348175761465344
300261921,1152348175761465344
748266933347287040,1152348175761465344
1249114112103251971,1152348175761465344
3321589474,1152348175761465344
2960986863,1152348175761465344
941754954695565312,1152348175761465344
255948648,1152348175761465344
1448298903216984066,1152348175761465344
2650659504,1152348175761465344
504112734,1152348175761465344
880961635,1152348175761465344
1497304366654574594,1152348175761465344
1375906402993111051,1152348175761465344
46871997,1152348175761465344
1497040111103619098,1152348175761465344
101629348,1152348175761465344
201727015,1152348175761465344
393551997,1152348175761465344
37056829,1152348175761465344
387632143,1152348175761465344
302245240,1152348175761465344
1247298726554521601,1152348175761465344
1342606728,1152348175761465344
284986748,1152348175761465344
81477828,1152348175761465344
819450855510380544,1152348175761465344
259966624,1152348175761465344
1033911654151421953,1152348175761465344
384974766,1152348175761465344
1488033501660073990,1152348175761465344
455066669,1152348175761465344
124910342,1152348175761465344
64077879,1152348175761465344
